,id,Published,Modified,summary,cvss,cwe,labels
867,CVE-2021-44749,2022-03-06T20:15:00.000Z,2022-03-11T17:35:00.000Z,A vulnerability affecting F-Secure SAFE browser protection was discovered improper URL handling can be triggered to cause universal cross-site scripting through browsing protection in a SAFE web browser. User interaction is required prior to exploitation. A successful exploitation may lead to arbitrary code execution.,4.3,CWE-79,"Execute Code,Cross Site Scripting"
868,CVE-2022-27875,2022-05-05T17:15:00.000Z,2022-05-12T20:48:00.000Z,"On F5 Access for Android 3.x versions prior to 3.0.8, a Task Hijacking vulnerability exists in the F5 Access for Android application, which may allow an attacker to steal sensitive user information. Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated",4.3,CWE-200,"Obtain Information"
869,CVE-2014-7338,2014-10-19T10:55:00.000Z,2014-11-14T14:09:00.000Z,"The faailkhair (aka com.faailkhair.app) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
870,CVE-2014-7560,2014-10-20T10:55:00.000Z,2014-11-14T14:13:00.000Z,"The Fabasoft Cloud (aka com.fabasoft.android.cmis.folio_cloud) application 3.0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
871,CVE-2014-7443,2014-10-19T10:55:00.000Z,2014-11-14T15:26:00.000Z,"The Face Fun Photo Collage Maker 2 (aka com.kauf.facefunphotocollagemaker2) application 1.3.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
872,CVE-2020-20094,2022-03-23T22:15:00.000Z,2022-03-30T16:52:00.000Z,"Instagram iOS 106.0 and prior and Android 107.0.0.11 and prior user interface does not properly represent URI messages to the user, which results in URI spoofing via specially crafted messages",4.3,NVD-CWE-Other,"None"
873,CVE-2020-1895,2020-04-09T17:15:00.000Z,2020-04-10T12:51:00.000Z,A large heap overflow could occur in Instagram for Android when attempting to upload an image with specially crafted dimensions. This affects versions prior to 128.0.0.26.128.,6.8,CWE-190,"Overflow"
874,CVE-2020-20093,2022-03-23T22:15:00.000Z,2022-03-30T16:55:00.000Z,"The Facebook Messenger app for iOS 227.0 and prior and Android 228.1.0.10.116 and prior user interface does not properly represent URI messages to the user, which results in URI spoofing via specially crafted messages.",4.3,NVD-CWE-Other,"None"
875,CVE-2014-7376,2014-10-19T10:55:00.000Z,2014-11-14T14:10:00.000Z,"The Facebook Profits on Steroids (aka com.wFacebookProfitsonSteroids) application 0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
876,CVE-2014-7781,2014-10-21T10:55:00.000Z,2014-11-14T14:18:00.000Z,"The Marijuana Handbook Lite - Weed (aka com.fallacystudios.marijuanahandbooklite) application 3.2 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
877,CVE-2014-7572,2014-10-20T10:55:00.000Z,2014-11-14T14:14:00.000Z,"The Stoner's Handbook L- Bud Guide (aka fallacystudios.stonershandbooklite) application 7.2 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
878,CVE-2014-5600,2014-09-09T01:55:00.000Z,2014-09-10T02:02:00.000Z,"The familyconnect (aka com.comcast.plaxo.familyconnect.app) application 1.5.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
879,CVE-2014-7592,2014-10-20T10:55:00.000Z,2014-11-14T14:14:00.000Z,"The FOL (aka com.desire2learn.fol.mobile.app.campuslife.directory) application 3.0.729.1459 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
880,CVE-2014-5830,2014-09-09T10:55:00.000Z,2014-09-21T01:12:00.000Z,"The Farm Frenzy Gold (aka com.herocraft.game.farmfrenzy.gold) application 1.0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
881,CVE-2014-7694,2014-10-21T10:55:00.000Z,2014-11-14T14:17:00.000Z,"The Corvette Museum (aka com.app_corvettemuseum.layout) application 1.399 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
882,CVE-2014-5927,2014-09-18T10:55:00.000Z,2014-09-23T16:45:00.000Z,"The FastCustomer -- Fast Customer (aka www.fastcustomer.com) application 3 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
883,CVE-2014-6716,2014-09-25T01:55:00.000Z,2014-11-14T13:58:00.000Z,"The fastin (aka moda.azyae.fastin.net) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
884,CVE-2014-6965,2014-10-16T19:55:00.000Z,2014-11-14T14:05:00.000Z,"The FAZ.NET (aka net.faz.FAZ) application 1.0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
885,CVE-2022-2158,2022-07-28T01:15:00.000Z,2022-10-26T13:50:00.000Z,Type confusion in V8 in Google Chrome prior to 103.0.5060.53 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,,CWE-843,"None"
886,CVE-2022-2163,2022-07-28T02:15:00.000Z,2022-10-26T13:50:00.000Z,Use after free in Cast UI and Toolbar in Google Chrome prior to 103.0.5060.134 allowed an attacker who convinced a user to install a malicious extension to potentially exploit heap corruption via UI interaction.,,CWE-416,"None"
887,CVE-2022-2294,2022-07-28T02:15:00.000Z,2022-11-29T15:54:00.000Z,Heap buffer overflow in WebRTC in Google Chrome prior to 103.0.5060.114 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,,CWE-787,"Overflow"
888,CVE-2022-2295,2022-07-28T02:15:00.000Z,2022-10-26T14:05:00.000Z,Type confusion in V8 in Google Chrome prior to 103.0.5060.114 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,,CWE-843,"None"
889,CVE-2022-2296,2022-07-28T02:15:00.000Z,2022-10-26T15:08:00.000Z,Use after free in Chrome OS Shell in Google Chrome on Chrome OS prior to 103.0.5060.114 allowed a remote attacker who convinced a user to engage in specific user interactions to potentially exploit heap corruption via direct UI interactions.,,CWE-416,"None"
890,CVE-2014-6963,2014-10-16T19:55:00.000Z,2014-11-14T14:05:00.000Z,"The feiron (aka es.sw.feironmobile.app) application 1.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
891,CVE-2012-2646,2012-07-25T10:42:00.000Z,2018-11-29T16:54:00.000Z,"The Sleipnir Mobile application before 2.1.0 and Sleipnir Mobile Black Edition application before 2.1.0 for Android do not properly implement the WebView class, which allows remote attackers to obtain sensitive information via a crafted application.",5.0,CWE-200,"Obtain Information"
892,CVE-2014-0806,2014-01-22T21:55:00.000Z,2014-08-11T15:04:00.000Z,"The Sleipnir Mobile application 2.12.1 and earlier and Sleipnir Mobile Black Edition application 2.12.1 and earlier for Android provide Geolocation API data without verifying user consent, which allows remote attackers to obtain sensitive location information via a web site that makes API calls.",4.3,CWE-200,"Obtain Information"
893,CVE-2013-2304,2013-04-16T14:04:00.000Z,2013-04-16T14:04:00.000Z,"The Sleipnir Mobile application 2.8.0 and earlier and Sleipnir Mobile Black Edition application 2.8.0 and earlier for Android allow remote attackers to load arbitrary Extension APIs, and trigger downloads or obtain sensitive HTTP response-body information, via a crafted web page.",5.8,CWE-264,"Obtain Information"
894,CVE-2013-2317,2013-06-03T23:55:00.000Z,2013-06-04T04:00:00.000Z,The Sleipnir Mobile application 2.9.1 and earlier and Sleipnir Mobile Black Edition application 2.9.1 and earlier for Android allow remote attackers to spoof the address bar via vectors involving the opening of a new window.,5.8,NVD-CWE-noinfo,"None"
895,CVE-2012-2649,2012-08-08T18:55:00.000Z,2012-08-13T04:00:00.000Z,"The Sleipnir Mobile application 2.2.0 and earlier and Sleipnir Mobile Black Edition application 2.2.0 and earlier for Android allow remote attackers to execute arbitrary Java methods, and obtain sensitive information or execute arbitrary commands, via a crafted web site.",6.8,CWE-94,"Execute Code,Obtain Information"
896,CVE-2012-4004,2012-08-08T18:55:00.000Z,2012-08-09T13:47:00.000Z,Cross-site scripting (XSS) vulnerability in the Sleipnir Mobile application 2.2.0 and earlier and Sleipnir Mobile Black Edition application 2.2.0 and earlier for Android allows remote attackers to inject arbitrary web script or HTML via a crafted application that interacts with an unspecified Sleipnir Mobile function.,4.3,CWE-79,"Cross Site Scripting"
897,CVE-2014-6784,2014-09-29T01:55:00.000Z,2014-11-14T14:00:00.000Z,"The Fermononrespiri Mobile (aka com.tapatalk.rmonlineitforums) application 3.8.6 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
898,CVE-2014-7933,2015-01-22T22:59:00.000Z,2017-01-03T02:59:00.000Z,"Use-after-free vulnerability in the matroska_read_seek function in libavformat/matroskadec.c in FFmpeg before 2.5.1, as used in Google Chrome before 40.0.2214.91, allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted Matroska file that triggers improper maintenance of tracks data.",7.5,NVD-CWE-Other,"Denial Of Service"
899,CVE-2014-7937,2015-01-22T22:59:00.000Z,2017-01-03T02:59:00.000Z,"Multiple off-by-one errors in libavcodec/vorbisdec.c in FFmpeg before 2.4.2, as used in Google Chrome before 40.0.2214.91, allow remote attackers to cause a denial of service (use-after-free) or possibly have unspecified other impact via crafted Vorbis I data.",7.5,CWE-119,"Denial Of Service,Overflow"
900,CVE-2015-6761,2015-10-15T10:59:00.000Z,2018-12-21T11:29:00.000Z,"The update_dimensions function in libavcodec/vp8.c in FFmpeg through 2.8.1, as used in Google Chrome before 46.0.2490.71 and other products, relies on a coefficient-partition count during multi-threaded operation, which allows remote attackers to cause a denial of service (race condition and memory corruption) or possibly have unspecified other impact via a crafted WebM file.",6.8,CWE-362,"Denial Of Service,Memory corruption"
901,CVE-2017-1000460,2018-01-03T20:29:00.000Z,2019-03-31T02:29:00.000Z,"In line libavcodec/h264dec.c:500 in libav(v13_dev0), ffmpeg(n3.4), chromium(56 prior Feb 13, 2017), the return value of init_get_bits is ignored and get_ue_golomb(&gb) is called on an uninitialized get_bits context, which causes a NULL deref exception.",4.3,CWE-476,"None"
902,CVE-2014-6643,2014-09-22T10:55:00.000Z,2014-09-26T14:13:00.000Z,"The FIAT Forum (aka com.tapatalk.fiatforumcom) application 3.8.41 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
903,CVE-2014-5971,2014-09-22T10:55:00.000Z,2014-09-23T17:48:00.000Z,"The Fiksu library for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
904,CVE-2014-5914,2014-09-17T10:55:00.000Z,2014-09-23T01:07:00.000Z,"The Finansbank Cep Subesi (aka com.finansbank.mobile.cepsube) application 1.1.5 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
905,CVE-2014-7023,2014-10-16T19:55:00.000Z,2014-11-14T14:06:00.000Z,"The Find Color (aka com.chudong.color) application 1.1.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
906,CVE-2014-5618,2014-09-09T01:55:00.000Z,2014-09-11T01:57:00.000Z,"The Cartoon Camera (aka com.fingersoft.cartooncamera) application 1.2.2 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
907,CVE-2014-7570,2014-10-20T10:55:00.000Z,2014-11-14T15:25:00.000Z,"The Fire Equipments Screen lock (aka com.locktheworld.screen.lock.theme.FireEquipments) application 1.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
908,CVE-2014-5710,2014-09-09T10:55:00.000Z,2014-09-12T02:37:00.000Z,"The Cisco Class Locator Fast Lane (aka com.tabletkings.mycompany.fastlane.cisco) application for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
909,CVE-2014-7721,2014-10-21T10:55:00.000Z,2014-11-14T14:17:00.000Z,"The President Clicker (aka com.flexymind.pclicker) application 1.0.4 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
910,CVE-2014-5540,2014-09-09T01:55:00.000Z,2014-09-09T16:43:00.000Z,"The Flick a Trade (aka air.com.cygnecode.fat) application 3.3 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
911,CVE-2021-43512,2022-06-02T14:15:00.000Z,2022-06-10T16:27:00.000Z,"An issue was discovered in FlightRadar24 v8.9.0, v8.10.0, v8.10.2, v8.10.3, v8.10.4 for Android, allows attackers to cause unspecified consequences due to being able to decompile a local application and extract their API keys.",2.1,CWE-922,"None"
912,CVE-2014-7430,2014-10-19T10:55:00.000Z,2014-11-14T14:11:00.000Z,"The Flood-It (aka com.appspot.eoltek.flood) application 4.2 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
913,CVE-2014-5620,2014-09-09T01:55:00.000Z,2014-09-11T01:57:00.000Z,"The Office Jerk Free (aka com.fluik.OfficeJerkFree) application 1.7.13 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
914,CVE-2014-5621,2014-09-09T01:55:00.000Z,2014-09-11T01:56:00.000Z,"The Office Zombie (aka com.fluik.OfficeZombieGoogleFree) application 1.3.13 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
915,CVE-2014-6024,2014-09-09T01:55:00.000Z,2014-09-12T02:06:00.000Z,"The Flurry library before 3.4.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
916,CVE-2014-5556,2014-09-09T01:55:00.000Z,2014-09-09T17:48:00.000Z,"The Fly Fishing & Fly Tying (aka air.com.yudu.ReaderAIR3209899) application 3.21.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
917,CVE-2014-7737,2014-10-21T10:55:00.000Z,2014-11-14T14:49:00.000Z,"The FMAC : Federation Culinaire (aka com.fmac) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
918,CVE-2014-7005,2014-10-16T19:55:00.000Z,2014-11-14T14:06:00.000Z,"The Foconet (aka suporte.com.foconet) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
919,CVE-2014-5768,2014-09-09T10:55:00.000Z,2014-09-16T18:20:00.000Z,"The Food Planner (aka dk.boggie.madplan.android) application 4.8.4.3-google for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
920,CVE-2014-6884,2014-10-02T10:55:00.000Z,2014-11-14T14:03:00.000Z,"The Ford Credit Account Manager (aka com.fordcredit.accountmanager) application 1.0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
921,CVE-2014-7117,2014-10-19T10:55:00.000Z,2014-11-14T14:08:00.000Z,"The Forest Area FCU Mobile (aka com.metova.cuae.fafcu) application 1.0.29 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
922,CVE-2014-5840,2014-09-09T10:55:00.000Z,2014-09-21T01:59:00.000Z,"The forfone: Free Calls & Messages (aka com.forfone.sip) forfone application 1.5.11 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
923,CVE-2014-6011,2014-09-22T10:55:00.000Z,2014-09-24T01:26:00.000Z,"The cutprice (aka kr.co.wedoit.cutprice) application 1.0.4 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
924,CVE-2014-7307,2014-10-19T10:55:00.000Z,2014-11-14T14:09:00.000Z,"The ForoSocuellamos (aka com.forosocuellamos.tlcttbeukajwpeqreg) application 1.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
925,CVE-2015-1570,2015-02-10T20:59:00.000Z,2015-02-11T19:35:00.000Z,"The Endpoint Control protocol implementation in Fortinet FortiClient 5.2.3.091 for Android and 5.2.028 for iOS does not validate certificates, which makes it easier for man-in-the-middle attackers to spoof servers via a crafted certificate.",4.3,CWE-310,"None"
926,CVE-2015-1453,2015-02-02T16:59:00.000Z,2015-11-30T19:49:00.000Z,"The qm class in Fortinet FortiClient 5.2.3.091 for Android uses a hardcoded encryption key of FoRtInEt!AnDrOiD, which makes it easier for attackers to obtain passwords and possibly other sensitive data by leveraging the key to decrypt data in the Shared Preferences.",5.0,CWE-310,"None"
927,CVE-2021-22131,2022-07-18T18:15:00.000Z,2022-07-25T15:12:00.000Z,"A improper validation of certificate with host mismatch in Fortinet FortiTokenAndroid version 5.0.3 and below, Fortinet FortiTokeniOS version 5.2.0 and below, Fortinet FortiTokenWinApp version 4.0.3 and below allows attacker to retrieve information disclosed via man-in-the-middle attacks.",,CWE-295,"None"
928,CVE-2021-44166,2022-03-02T10:15:00.000Z,2022-03-11T19:40:00.000Z,"An improper access control vulnerability [CWE-284 ] in FortiToken Mobile (Android) external push notification 5.1.0 and below may allow a remote attacker having already obtained a user's password to access the protected system during the 2FA procedure, even though the deny button is clicked by the legitimate user.",3.5,NVD-CWE-noinfo,"None"
929,CVE-2014-6949,2014-10-15T10:55:00.000Z,2014-11-14T14:04:00.000Z,"The Akne Ernahrung (aka com.rareartifact.akneernahrung72010074) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
930,CVE-2014-6986,2014-10-16T19:55:00.000Z,2014-11-14T14:05:00.000Z,"The Pregnancy Tips (aka com.rareartifact.tipsforpregnant71C80129) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
931,CVE-2014-7751,2014-10-21T10:55:00.000Z,2014-11-14T14:18:00.000Z,"The Recetas de Tragos (aka com.wRecetasdeTragos) application 0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
932,CVE-2014-6853,2014-10-01T01:55:00.000Z,2014-11-14T14:02:00.000Z,"The Foxit MobilePDF - PDF Reader (aka com.foxit.mobile.pdf.lite) application 2.2.0.0616 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
933,CVE-2014-7547,2014-10-20T10:55:00.000Z,2014-11-14T14:13:00.000Z,"The Texas Poker Unlimited Hold'em (aka com.fpinternet.texaspokerunlimitedholdem) application 1.2.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
934,CVE-2020-25203,2020-09-25T04:23:00.000Z,2020-10-06T19:58:00.000Z,"The Framer Preview application 12 for Android exposes com.framer.viewer.FramerViewActivity to other applications. By calling the intent with the action set to android.intent.action.VIEW, any other application is able to load any website/web content into the application's context, which is shown as a full-screen overlay to the user.",1.9,NVD-CWE-Other,"None"
935,CVE-2014-7008,2014-10-16T19:55:00.000Z,2014-11-14T14:06:00.000Z,"The Forum FrAndroid beta (aka com.tapatalk.forumfrandroidcom) application 3.4.3 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
936,CVE-2014-6801,2014-09-29T01:55:00.000Z,2014-11-14T14:01:00.000Z,"The frank matano (aka com.frank.matano) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
937,CVE-2014-5591,2014-09-09T01:55:00.000Z,2014-09-10T01:13:00.000Z,"The Frankly Chat (aka com.chatfrankly.android) application 3.0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
938,CVE-2014-5588,2014-09-09T01:55:00.000Z,2014-11-13T22:29:00.000Z,"The Free eBooks (aka com.bmfapps.freekindlebooks) application 14 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
939,CVE-2014-5745,2014-09-09T10:55:00.000Z,2014-09-16T13:49:00.000Z,"The FREE Pageplus Activation (aka com.wFREEPageplusActivations) application 0.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
940,CVE-2014-5937,2014-09-18T10:55:00.000Z,2014-09-23T16:54:00.000Z,"The Social Networking (aka com.wSocialNetworkingSites) application 0.33.13320.99980 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
941,CVE-2014-6835,2014-09-30T10:55:00.000Z,2014-11-14T14:01:00.000Z,"The Herbal Guide (aka com.pocket.herbal.guide) application 1.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
942,CVE-2020-15999,2020-11-03T03:15:00.000Z,2022-01-28T17:40:00.000Z,Heap buffer overflow in Freetype in Google Chrome prior to 86.0.4240.111 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.,4.3,CWE-787,"Overflow"
943,CVE-2014-6000,2014-09-22T10:55:00.000Z,2014-09-23T20:53:00.000Z,"The FreshDirect (aka com.freshdirect.android) application 2.7.1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
944,CVE-2014-5544,2014-09-09T01:55:00.000Z,2014-09-09T16:56:00.000Z,"The SongPop (aka air.com.freshplanet.games.WaM) application 1.21.2 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
945,CVE-2014-6672,2014-09-23T10:55:00.000Z,2014-09-29T01:52:00.000Z,"The Friendcaster (aka uk.co.senab.blueNotifyFree) application 5.4.5 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
946,CVE-2014-6020,2014-09-22T10:55:00.000Z,2014-09-24T01:28:00.000Z,"The Fuel Rewards Network (aka com.excentus.frn) application 1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
947,CVE-2020-5526,2020-01-31T04:15:00.000Z,2020-02-10T17:18:00.000Z,"The AWMS Mobile App for Android 2.0.0 to 2.0.5 and for iOS 2.0.0 to 2.0.8 does not verify X.509 certificates from servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",4.3,CWE-295,"Obtain Information"
948,CVE-2020-5522,2020-01-27T10:15:00.000Z,2020-01-28T19:55:00.000Z,"The kantan netprint App for Android 2.0.3 and earlier does not verify X.509 certificates from servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.8,CWE-295,"Obtain Information"
949,CVE-2014-5624,2014-09-09T01:55:00.000Z,2014-09-11T01:55:00.000Z,"The Sniper Shooter Free - Fun Game (aka com.fungamesforfree.snipershooter.free) application 2.8 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
950,CVE-2014-7013,2014-10-16T19:55:00.000Z,2014-11-14T14:06:00.000Z,"The Funny Photo Color Editor (aka com.doirdeditor.funcloreditor) application 0.0.4 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
951,CVE-2014-7098,2014-10-19T01:55:00.000Z,2014-11-14T14:08:00.000Z,"The Fylet Secure Large File Sender (aka com.application.fyletFileSender) application 2.0 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
952,CVE-2014-5922,2014-09-18T10:55:00.000Z,2014-09-23T16:29:00.000Z,"The ga6748 (aka com.g.ga6748) application 1 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
953,CVE-2014-5565,2014-09-09T01:55:00.000Z,2014-09-09T18:33:00.000Z,"The GadgetTrak Mobile Security (aka com.activetrak.android.app) application 1.6 for Android does not verify X.509 certificates from SSL servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate.",5.4,CWE-310,"Obtain Information"
